Pictures,WITHOUT BG (EDITED),WITHOUT BG (NON EDITED),CATEGORY ,CATEGORY NAME,MEN/WOMEN/UNISEX,BRAND,NAME,PRICE,LINK,,Azure DB Img Id
,,,Clothing,Skirt,Women,SHREEJI TEXTILES,Pleated Flared Brown Skirt with Elasticated Waist,,https://www.meesho.com/s/p/4vw66d?utm_source=s_w,,
,,,Clothing,Blazer,Women,Tokyo Talkies,Women Striped Double Breasted Party Blazer (Dark Blue),"Rs 1,999",https://www.flipkart.com/tokyo-talkies-striped-double-breasted-party-women-blazer/p/itm60a84f3445c9c?pid=BZRFXFFFDTSJAGRA&lid=LSTBZRFXFFFDTSJAGRAAYZZLK&marketplace=FLIPKART&cmpid=content_blazer_8965229628_gmc,,
,,,Clothing,Blazer,Women,Annabelle by Pantaloons,Women Solid Single Breasted Formal Blazer (Grey),"Rs 2,799",https://www.flipkart.com/annabelle-pantaloons-solid-single-breasted-formal-women-blazer/p/itm9d6e87e0fc175?pid=BZRGXYTXMNGN7Y4T&lid=LSTBZRGXYTXMNGN7Y4TVMQJGD&marketplace=FLIPKART&cmpid=content_blazer_8965229628_gmc,,
,,,Clothing,Blazer,Women,FABLE STREET,Women Single-Breasted Blazer with Notched Lapel,"Rs 5,459",https://www.ajio.com/fable-street-women-single-breasted-blazer-with-notched-lapel/p/700204046_offwhite,,
,,,Clothing,Blazer,Women,SALT ATTIRE,Women Solid Double Breasted Formal Blazer (Beige),"Rs 4,250",https://www.flipkart.com/salt-attire-solid-double-breasted-formal-women-blazer/p/itma6be77bfedcd7?pid=BZRH2YYNCMHUHUN4&lid=LSTBZRH2YYNCMHUHUN4OLFLYB&marketplace=FLIPKART,,
,,,Clothing,Blazer,Women,FOREVER NEW,Women Single Breasted Blazer with Notched Lapel,"Rs 7,400",https://www.ajio.com/forever-new-women-single-breasted-blazer-with-notched-lapel/p/467035520_blue,,
,,,Clothing,Blazer,Women,Salt Atire,Salt Attire Bold-Electric Blue Double-Breasted Blazer,"Rs 3,995",https://www.amazon.in/dp/B0CJ9BBHS1?ref=cm_sw_r_cso_wa_apan_dp_JHAVADJQSJMY2RD5MHE4&ref_=cm_sw_r_cso_wa_apan_dp_JHAVADJQSJMY2RD5MHE4&social_share=cm_sw_r_cso_wa_apan_dp_JHAVADJQSJMY2RD5MHE4&starsLeft=1&skipTwisterOG=1,,
,,,Clothing,Blazer,Women,H&M,Double-breasted blazer,"Rs 3,499",https://www2.hm.com/en_in/productpage.1185991003.html,,
,,,FOOT WEAR,shoes,women,MEESHO,Black Airforce,RS 565,Black Airforce (meesho.com),,
,,,FOOT WEAR,Sneaker,MENS,MEESHO,Trendy & Classy Sneaker For Men (Brown),RS 523,https://www.meesho.com/s/p/6wmtcs?utm_source=s_cc,,
,,,FOOT WEAR,Sneaker,MENS,MYNTRA,HRX by Hrithik Roshan,RS 929,https://www.myntra.com/sports-shoes/hrx+by+hrithik+roshan/hrx-by-hrithik-roshan-men-white-and-blue-memory-foam-technology-running-shoes/23484790/buy,,
,,,FOOT WEAR,Sneaker,women,MYNTRA,Women Green & White Checked Espadrille Sneakers,rs 2499,https://www.myntra.com/casual-shoes/roadster/roadster-women-green--white-checked-espadrille-sneakers/16530182/buy,,
,,,FOOT WEAR,SANDALS,WOMEN,MELISSA,Mini Melissa Possession White Sandals For Babies,RS 2599,https://melissaindia.com/products/mini-melissa-possession-bb-white,,
,,,FOOT WEAR,shoes,mens,van heusen,Men Black Formal Shoes,rs 3499,https://vanheusenindia.abfrl.in/p/van-heusen-black-formal-shoes-307536.html,,
,,,FOOT WEAR,slippers,mens,MEESHO,Men's Latest Light Weight Comfortable and Stylish Slipper ColorFull Flip Flops,rs 200,https://www.meesho.com/s/p/67vvq7?utm_source=s_w,,
,,,FOOT WEAR,Sneaker,mens,ludic,"Vegan suede sneakers featuring sculpted insoles for maximum comfort, crafted with 100% durable rubber soles.",rs 3199,https://ludic.life/products/eclipse?variant=49011605012784,,
,,,FOOT WEAR,SANDALS,women,ALWAYSICONICS                              ,Open-Toe Slip-On Heeled Sandals                   ,"rs 1,100",https://www.ajio.com/alwaysiconics-open-toe-slip-on-heeled-sandals/p/700279790_white,,
,,,FOOT WEAR,shoes,mens,meesho,Kerzl Trendy German Army Sneaker,rs 515,https://www.meesho.com/s/p/74q1io?utm_source=s_w,,
,,,FOOT WEAR,shoes,women,Nine West,Nine West Women's Goou3 Heeled Sandal,"rs 12,879",Buy NINE WEST Women's Heeled Sandal Online India | Ubuy,,
,,,FOOT WEAR,shoes,WOMEN,MEESHO,STRASSE PARIS Bold and Breezy Black Patent Leather Ankle Length Heeled Boots for Women & Girls,RS 853,https://www.meesho.com/s/p/76ng58?utm_source=s_w,,
,,,FOOT WEAR,SANDALS,WOMEN,MEESHO,Klexio Embellished Fashionable High Heel Sandals,RS 854,https://www.meesho.com/s/p/6vnq8k?utm_source=s_w,,
,,,ACESSORIES,EARRINGS,WOMEN,EVERSTYLISH,Sumami- Adorned with Jewels- Pearls & Glass Beads Embroidered Earrings,RS999,https://everstylish.com/jew1105272.html,,
,,,ACESSORIES,EARRINGS,WOMEN,TIYSHA,SITARA EARRINGS,RS 1500,https://www.tiysha.com/product-page/sitara-earrings-1,,
,,,ACESSORIES,EARRINGS,WOMEN,MYNTRA,Signature Safia Small Link Silver-Plated Geometric Hoop Earrings,RS 1200,https://www.myntra.com/earrings/forever%2bnew/forever-new-signature-safia-small-link-silver-plated-geometric-hoop-earrings/29988630/buy,,
,,,ACESSORIES,EARRINGS,WOMEN,MYNTRA,Digital Dress Room Silver-Plated Beaded Oxidized Circular Studs Earrings,RS 683,https://www.myntra.com/earrings/digital%2bdress%2broom/digital-dress-room-silver-plated-beaded-oxidized-circular-studs-earrings/22228240/buy,,
,,,ACESSORIES,EARRINGS,WOMEN,INDDUS,"SaleSale
Rhodium-Plated Rectangular Shaped Studs Earring",RS 2828,https://www.inddus.in/products/rhodium-plated-rectangular-shaped-studs-earrings,,
,,,Clothing,Blazer,WOMEN,MANGO,Pure Linen Smart Casual Blazer,"Rs 6,790",https://www.myntra.com/topwear/mango/mango-pure-linen-smart-casual-blazer/28844176/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,WOMEN,Tokyo Talkies,Women Solid Single Breasted Casual Blazer (Purple),"Rs 3,049",https://www.flipkart.com/tokyo-talkies-solid-single-breasted-casual-women-blazer/p/itma38cb08a94c74?pid=BZRGWKH5UGH2YFKZ&cmpid=product.share.pp&_refId=PP.e9f9aeb0-f0a3-4c26-add0-26bf2045e1f1.BZRGWKH5UGH2YFKZ,,
,,,Clothing,Blazer,WOMEN,Boohoo,"Shawl Collar Longline Blazer
","Rs 5,399",https://www.myntra.com/topwear/boohoo/boohoo-shawl-collar-longline-blazer/24826034/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,WOMEN,Pantaloons,Women Solid Single Breasted Formal Blazer (Pink),"Rs 2,799",https://www.flipkart.com/annabelle-pantaloons-solid-single-breasted-formal-women-blazer/p/itm8e1d9d8c5cf47?pid=BZRGSQFDSVWYY68U&lid=LSTBZRGSQFDSVWYY68U1232N0&marketplace=FLIPKART&cmpid=content_blazer_8965229628_gmc,,
,,,Clothing,Blazer,WOMEN,Shibui,White Harmony Candace Blazer and Wendy Short,"₹6,400",https://luxury.tatacliq.com/shibui-white-harmony-candace-blazer-and-wendy-short/p-mp000000018688252,,
,,,Clothing,Blazer,WOMEN,Tokyo Talkies,Tokyo Talkies Blazer With Trouser,"Rs 3,599",https://www.myntra.com/apparel-set/tokyo-talkies/tokyo-talkies-tokyo-talkies-blazer-with-trouser/24685978/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,WOMEN,DEEBACO,Houndstooth Print Blazer with Shawl Lapel,"Rs 4,899",https://www.ajio.com/deebaco-houndstooth-print-blazer-with-shawl-lapel/p/466790208_multi,,
,,,Clothing,Blazer,WOMEN,MANGO,Double-Breasted Formal Blazer,"Rs 6,790",https://www.myntra.com/topwear/mango/mango-double-breasted-formal-blazer/28455722/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,WOMEN,CHKOKKO,Women Solid Single Breasted Formal Blazer (Grey),"Rs 2,499",https://www.flipkart.com/chkokko-solid-single-breasted-formal-women-blazer/p/itm5991b8f89c77e?pid=BZRGTMNGESDTYJHH&cmpid=product.share.pp&_refId=PP.c237eab2-6900-478c-8df5-91c514e96512.BZRGTMNGESDTYJHH,,
,,,Clothing,Blazer,WOMEN,Sheen Couture,Ozella Royal Blue Blazer set,"Rs 8,799",https://sheencouture.com/products/blog-blazer-set,,
,,,foot wear,sandals,women,ajio                                             ,Stylised Toe Chunky Heeled Sandals,rs 870,https://www.ajio.com/truffle-collection-stylised-toe-chunky-heeled-sandals/p/462159438011,,
,,,foot wear,sandals,women,denil                                            ,Cross Strap Open Toe Platform Heels With Backstrap,rs 559,https://www.myntra.com/shoes/denill/denill-cross-strap-open-toe-platform-heels-with-backstrap/24316280/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,foot wear,SHOES,MENS, myntra                                            ,HRX by Hrithik Roshan,"RS 1,119",https://www.myntra.com/shoes/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-&-white-perforated-lightweight-sneakers/25785494/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplin,,
,,,foot wear,sandals,women,"DH gate,com",New crystal-encrusted strap Stiletto heel Sandals,"RS 7,694.97",New Crystal Encrusted Strap Stiletto Heel Sandals Pointed Toes Ankle Strap 10cm Heels Sky High Heel For Women Luxury Designers Shoes Party Heeled Shoes 35 43With Box From &Price; | DHgate,,
,,,foot wear,SHOES,MENS,LOUIS STITCH,Loafers Formal Shoes for Men ,"RS 1,499",https://www.amazon.in/dp/B0CN3JKWQN?language=en-IN&ref=cm_sw_r_apan_dp_8X4J70926Y3WSFKC3JQK&ref_=cm_sw_r_apan_dp_8X4J70926Y3WSFKC3JQK&social_share=cm_sw_r_apan_dp_8X4J70926Y3WSFKC3JQK&starsLeft=1,,
,,,foot wear,SHOES,mens,MEESHO,Modern Trendy Men Formal Shoes,rs 393,https://www.meesho.com/s/p/6vwd50?utm_source=s_w,,
,,,foot wear,sandals,women,MEESHO,FROH FEET Women's Gorgeous Women Heels Comfortable and Stylish Women Choice,rs 743,https://www.meesho.com/s/p/5a97ai?utm_source=s_w,,
,,,foot wear,sandals,women,myntra,Chanel 55516 donna pelle panna,"rs 1,198",https://www.myntra.com/shoes/sherrif-shoes/sherrif-shoes-beige-solid-pumps-heels/20733412/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaig,,
,,,foot wear,sandals,women,RBK CART,Transparent Block Heel Sandal For Women Casula Comfort Latest Heel Sandal,RS 399,https://www.amazon.in/dp/B0CJ6Y8TJQ?ref=cm_sw_r_apan_dp_VRXTR6JVYQ5XM54A96Y1&ref_=cm_sw_r_apan_dp_VRXTR6JVYQ5XM54A96Y1&social_share=cm_sw_r_apan_dp_VRXTR6JVYQ5XM54A96Y1&language=en-IN,,
,,,foot wear,SHOES,MENS,MEESHO,ART 4206,RS 619,https://www.meesho.com/s/p/5yki8z?utm_source=s_w,,
,,,foot wear,Sneaker,women,UBUY,LEATHER GANCINI CALF,,https://www.ubuy.co.in/product/4RIYV8C16-salvatoreferragamo-sultan-0727811,,
,,,foot wear,BOOTS,women,amazon,Bruno Manetti Women's Knee Length Side Buckle Zip Closure Boots,"RS 2,399",https://www.amazon.in/dp/B08R5ZQR28?ref=cm_sw_r_apan_dp_VBJ4KR5W23C9WN9ENJC9&ref_=cm_sw_r_apan_dp_VBJ4KR5W23C9WN9ENJC9&social_share=cm_sw_r_apan_dp_VBJ4KR5W23C9WN9ENJC9&language=en-IN,,
,,,foot wear,BOOTS,women,MEESHO,sppif women Boots,RS 471,https://www.meesho.com/s/p/4gruya?utm_source=s_w,,
,,,foot wear,SHOES,MENS,amazon,Casual Buckle Sneaker Slip-On Shoes,"RS 1,299",https://www.amazon.in/dp/B0BXHD6LW6?ref=cm_sw_r_apan_dp_M0Y6QG6EMET8SWX9XEW7&ref_=cm_sw_r_apan_dp_M0Y6QG6EMET8SWX9XEW7&social_share=cm_sw_r_apan_dp_M0Y6QG6EMET8SWX9XEW7&language=en-IN,,
,,,foot wear,LOW HEELS,women,amazon,ROCIA by Regal Women Block Heel Mules,"RS 2,190",https://www.amazon.in/dp/B0D8YNPCZ4?ref=cm_sw_r_apan_dp_40J8J41NRJ8EZV1KXT71&ref_=cm_sw_r_apan_dp_40J8J41NRJ8EZV1KXT71&social_share=cm_sw_r_apan_dp_40J8J41NRJ8EZV1KXT71&language=en-IN,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,T-shirts,Men,,,Rs,,,
,,,Clothing,Blazer,WOMEN,AuroraLyfe,Formal Women Blazers,"Rs. 3,200.00",https://auroralyfe.com/products/high-quality-blazer-womens-outerwear-long-sleeved,,
,,,Clothing,Blazer,WOMEN,StyleSplash,Classy Lapel Long Sleeve Red Coat,"Rs. 4,190.00",https://stylesplash.in/products/classy-lapel-long-sleeve-red-coat,,
,,,Clothing,Blazer,WOMEN,"
SALT ATTIRE",Relaxed-Fit Open Front Formal Blazer,"Rs 4,250",https://www.myntra.com/topwear/salt-attire/salt-attire-relaxed-fit-open-front-formal-blazer/29066968/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,WOMEN,ENCRUSTD,Single-Breasted Gathered-Sleeve Blazer,"Rs 5,999",https://www.ajio.com/encrustd-single-breasted-gathered-sleeve-blazer/p/469495103_red,,
,,,Clothing,Blazer,WOMEN,DELAN,"Button-Front Blazer & Shorts Set
","Rs 3,999",https://www.ajio.com/delan-button-front-blazer-shorts-set/p/466140290_lavender,,
,,,Clothing,Blazer,WOMEN,No Labels,Posh Waistcoat with Pants Coord Set,"Rs 3,599",https://nolabels.in/products/posh-waistcoat-with-pants-coord-set,,
,,,Clothing,Blazer,MEN,INVICTUS,Men Beige & Black Slim Fit Self-Design Single-Breasted Smart Casual Blazer,"Rs 6,998",https://www.myntra.com/topwear/invictus/invictus-men-beige-&-black-slim-fit-self-design-single-breasted-smart-casual-blazer/14633498/buy?utm_source=social_share_pdp&utm_medium=deeplink&utm_campaign=social_share_pdp_deeplink,,
,,,Clothing,Blazer,MEN,Platinum Studio,Men Suit Set Solid Suit,"Rs 9,999",https://www.flipkart.com/platinum-studio-suit-set-solid-men/p/itma362964e5651f,,
,,,Clothing,Blazer,MEN,ARROW,Men Self Design Single Breasted Formal Blazer (Green),"Rs 7,999",https://www.flipkart.com/arrow-self-design-single-breasted-formal-men-blazer/p/itmda355c210ae38?pid=BZRGWZXCCCKR3QTW&lid=LSTBZRGWZXCCCKR3QTWC9GLSX&marketplace=FLIPKART&cmpid=content_blazer_8965229628_gmc,,
,,,Clothing,Blazer,MEN,Tahva,Tahvo Grey Cotton Slim Fit Blazer,"Rs 5,999",https://www.tatacliq.com/tahvo-grey-cotton-slim-fit-blazer/p-mp000000018275700,,
